DwellingType,ZoneType,UtilitiesType,BuildingType,HouseStyleType,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyleType,RoofMaterial,ExteriorMaterial,ExteriorQuality,ExteriorConditions,FoundationMaterial,TotalBasementArea,HeatingType,HeatingQuality,HasAirConditioning,FirstFloorArea,SecondFloorArea,NumberOfBathrooms,NumberOfBedrooms,NumberOfKitchen,KitchenQuality,TotalNumberOfRooms,GarageType,GarageYearBuilt,GarageNumberOfCars,GarageArea,GarageQuality,GarageCondition,PoolArea,PoolQuality,FenceQuality,Label,Price,MoSold,YrSold
190,6,1,2,1,3,2,1965,1965,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1039,2,1,1,1039,0,1,3,1,3,6,2,1965,2,504,2,2,0,4,4,23500,235000,4,2010
20,6,1,1,1,3,3,1984,1985,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1040,2,3,1,1097,0,2,3,1,3,6,2,1986,2,480,2,2,0,4,1,23500,235000,5,2010
20,6,1,1,1,3,3,1959,1959,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1148,2,3,1,1148,0,1,3,1,3,6,2,1959,1,672,2,2,0,4,1,23600,236000,7,2009
20,3,1,1,1,4,3,2007,2008,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1372,2,1,1,1372,0,2,3,1,2,6,2,2008,2,529,2,2,0,4,4,23600,236000,5,2008
20,6,1,1,1,3,3,1970,1970,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1002,2,3,1,1002,0,1,3,1,3,5,6,1973,2,902,2,2,0,4,1,23700,237000,8,2009
20,6,1,1,1,4,3,2006,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1638,2,1,1,1646,0,2,3,1,2,6,2,2007,3,870,2,2,0,4,4,23700,237000,11,2007
20,6,1,1,1,2,3,1961,1961,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1040,2,3,1,1120,0,1,3,1,4,5,2,1961,2,544,2,2,0,4,4,23800,238000,5,2007
60,6,1,1,4,3,3,1948,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,98DA1235-ED4C-4CC3-8E11-A7E5421EC8B0,0,2,2,1,1547,720,2,2,1,3,7,2,1979,2,672,2,2,0,4,4,23950,239500,5,2006
60,6,1,1,4,4,3,1993,1994,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1050,2,1,1,1062,887,2,3,1,2,8,2,1993,2,574,2,2,0,4,1,23979.9,239799,6,2010
20,6,1,1,1,3,3,1962,1962,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,894,2,2,0,894,0,1,2,1,3,5,6,1962,1,308,2,2,0,4,4,23990,239900,8,2009
60,6,1,1,4,3,3,1998,1998,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,804,2,1,1,804,878,2,3,1,2,7,2,1998,2,523,2,2,0,4,4,24000,240000,6,2010
20,6,1,1,1,3,4,1953,1996,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0B095DC6-F3B5-4983-BEF6-32A383A62849,2,3,0A3D4A31-A6D5-48EC-8EFA-4D7A3FCEE7BD,105,2,2,1,910,0,1,3,1,2,5,2,1953,2,414,2,2,0,4,2,24000,240000,10,2008
40,6,1,1,1,3,4,1949,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,832,2,2,1,1036,0,1,3,1,3,6,2,1949,1,288,2,2,0,4,4,24000,240000,9,2009
50,8,1,1,2,3,3,1941,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,676,2,1,1,676,455,1,3,1,3,5,6,1941,1,200,2,2,0,4,4,24400,244000,8,2009
60,3,1,1,4,4,3,2007,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1184,2,1,1,1184,1426,2,4,1,1,11,4,2007,2,550,2,2,0,4,4,24800,248000,8,2007
20,6,1,1,1,2,3,1963,1963,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1064,2,2,1,1040,0,1,3,1,3,5,2,1963,2,648,2,2,0,4,4,24800,248000,1,2007
60,6,1,1,4,5,3,2004,2005,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1462,2,1,1,1462,762,2,4,1,1,10,2,2004,3,738,2,2,0,4,4,25000,250000,6,2009
85,6,1,1,7,3,4,1961,1995,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1109,2,3,1,1155,0,1,3,1,2,6,6,1987,2,576,2,2,0,4,1,25000,250000,6,2010
20,6,1,1,1,3,4,1978,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,864,2,1,1,864,0,1,3,1,3,6,2,1978,1,336,2,2,0,4,2,25000,250000,7,2009
20,6,1,1,1,3,3,2005,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1090,2,2,1,1090,0,1,2,1,3,5,2,2005,2,450,2,2,0,4,4,25000,250000,6,2007
50,6,1,1,2,4,3,1990,1991,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1156,2,1,1,1187,530,2,3,1,2,7,2,1990,2,400,2,2,0,4,4,25300,253000,4,2007
60,6,1,1,4,3,3,1992,1993,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,808,2,2,1,808,785,2,3,1,3,7,4,1993,2,389,2,2,0,4,1,25500,255000,12,2009
75,6,1,1,5,2,3,1912,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,795,2,3,0,954,795,1,5,1,3,10,6,1997,1,440,2,1,0,4,4,25590,255900,3,2006
20,6,1,1,1,3,3,1967,1967,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,892,2,3,1,892,0,1,3,1,3,5,2,1967,1,288,2,2,0,4,2,25800,258000,7,2009
120,3,1,4,1,5,3,1999,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1698,2,1,1,1709,0,2,2,1,2,5,2,1999,2,506,2,2,0,4,4,26000,260000,1,2008
90,6,1,3,1,3,3,1959,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1626,2,1,1,1712,0,2,4,2,3,8,2,2005,2,588,2,2,0,4,4,26000,260000,6,2006
50,6,1,1,2,3,4,1955,1955,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,816,2,3,1,872,521,1,3,1,3,8,2,1955,1,300,2,2,0,4,4,26000,260000,4,2008
20,6,1,1,1,4,3,1970,1970,1,AC53DAE4-84AA-4201-8145-94E7E12C929E,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,2,2,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,2217,2,1,1,2217,0,2,4,1,2,8,2,1970,2,621,2,2,0,4,4,26150,261500,10,2007
20,6,1,1,1,3,2,1953,1953,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1505,2,1,1,1505,0,1,2,1,3,6,2,1953,2,505,2,2,0,4,4,26228,262280,2,2009
50,6,1,1,2,3,4,1949,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,672,2,1,1,672,252,1,3,1,3,6,6,2003,2,576,2,2,0,4,1,26500,265000,7,2007
60,6,1,1,4,3,3,1978,1978,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,918,2,2,1,918,765,2,3,1,3,7,2,1978,2,440,2,2,0,4,4,26700,267000,7,2009
20,6,1,1,1,3,4,1963,2003,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1059,2,3,1,1068,0,1,3,1,3,6,2,1963,1,264,2,2,0,4,1,26800,268000,2,2006
20,6,1,1,1,3,3,1954,1954,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1383,2,3,1,1383,0,1,3,1,3,6,2,1954,1,354,2,2,0,4,1,26950,269500,6,2008
90,6,1,3,1,3,3,1979,1979,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,98DA1235-ED4C-4CC3-8E11-A7E5421EC8B0,0,2,3,1,1535,0,2,4,2,3,8,2,1979,2,400,2,2,0,4,4,26979,269790,6,2009
60,6,1,1,4,3,3,1963,1963,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,780,2,3,1,983,813,1,4,1,3,8,2,1963,2,483,2,2,0,4,4,27100,271000,10,2008
30,8,1,1,1,2,3,1936,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,951,2,1,0,951,0,1,2,1,3,6,6,1936,1,327,2,2,0,4,4,27200,272000,4,2006
90,6,1,3,4,3,3,1979,1979,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,98DA1235-ED4C-4CC3-8E11-A7E5421EC8B0,0,2,3,1,1120,1120,2,6,2,3,12,6,1979,2,528,2,2,0,4,4,27430,274300,6,2009
20,6,1,1,1,5,3,2009,2010,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,1,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,2330,2,1,1,2364,0,2,2,1,1,11,2,2009,3,820,2,2,0,4,4,27472.5,274725,3,2010
20,6,1,1,1,3,4,1961,1994,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,912,2,3,1,1236,0,1,3,1,3,6,2,1961,1,288,2,2,0,4,4,27500,275000,6,2006
20,6,1,1,1,2,3,1971,1971,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,858,2,3,1,858,0,1,2,1,3,4,6,1979,1,684,2,2,0,4,4,27550,275500,6,2007
20,6,1,1,1,3,4,1957,2000,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,992,2,3,1,1306,0,1,2,1,3,5,6,1968,1,756,2,2,0,4,4,27600,276000,5,2009
60,6,1,1,4,4,3,2003,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,783,2,1,1,807,702,2,3,1,2,8,2,2003,2,393,2,2,0,4,4,27700,277000,7,2006
20,6,1,1,1,4,3,2006,2006,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1670,2,1,1,1670,0,2,3,1,2,7,2,2006,3,690,2,2,0,4,4,28000,280000,8,2006
20,6,1,1,1,3,3,1967,1967,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,876,2,3,1,902,0,1,3,1,3,6,2,1967,1,288,2,2,0,4,1,28000,280000,8,2007
20,6,1,1,1,3,3,1954,1954,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1056,2,3,1,1063,0,1,3,1,3,6,2,1954,1,280,2,2,0,4,1,28100,281000,2,2010
20,6,1,1,1,4,3,2006,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1623,2,1,1,1636,0,2,3,1,2,8,2,2006,3,865,2,2,0,4,4,28121.3,281213,6,2007
50,6,1,1,2,4,4,1936,1987,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,2,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1017,2,2,1,1020,1037,1,3,1,2,6,2,1936,1,180,2,2,0,4,4,28400,284000,6,2006
20,6,1,1,1,3,3,1983,1983,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,864,2,3,1,902,0,1,2,1,3,5,2,1983,2,484,2,2,0,4,1,28500,285000,6,2006
60,6,1,1,4,3,3,2005,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,742,2,1,1,742,742,2,3,1,2,8,2,2005,2,390,2,2,0,4,4,28700,287000,6,2009
90,6,1,3,4,3,3,1960,1960,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1105,2,3,1,1105,1169,2,5,2,3,12,6,1960,2,480,2,2,0,4,4,29000,290000,1,2010
20,6,1,1,1,3,4,1977,1989,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1268,2,3,1,1268,0,1,3,1,2,5,6,1978,1,252,2,2,0,4,4,29000,290000,10,2009
30,8,1,1,1,3,4,1925,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,768,2,3,0,1015,0,1,3,1,3,6,6,1925,1,450,2,2,0,4,1,29000,290000,7,2006
90,5,1,3,4,3,3,1949,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1001,2,3,0,1001,1001,2,4,2,3,8,1,1949,3,871,2,2,0,4,4,29000,290000,8,2007
160,3,1,4,4,3,3,2009,2009,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,612,2,1,1,612,612,2,2,1,2,4,6,2009,2,528,2,2,0,4,4,29400,294000,6,2009
160,8,1,5,4,2,3,1970,1970,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,546,2,4,1,546,546,1,3,1,3,6,2,1970,1,286,2,2,0,4,4,29980,299800,1,2007
20,2,1,1,1,1,2,1949,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,6798904E-1EFF-407F-8744-33C36445D544,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,480,2,3,0,480,0,0,1,1,3,4,6,1958,1,308,2,2,0,4,4,30100,301000,10,2006
20,6,1,1,1,2,3,1956,1956,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1134,2,1,1,1229,0,1,3,1,3,6,2,1956,1,284,2,2,0,4,4,30200,302000,4,2009
60,6,1,1,4,4,3,1991,1991,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1104,2,1,1,912,1215,2,4,1,2,8,2,1991,3,833,2,2,0,4,1,30500,305000,11,2007
20,6,1,1,1,3,4,1958,2002,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,1,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1184,2,1,1,1414,0,1,3,1,3,6,2,1990,2,601,2,2,0,4,4,30900,309000,5,2008
60,6,1,1,4,3,3,1994,1994,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,2,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,928,2,1,1,936,785,2,3,1,2,7,2,1994,2,471,2,2,0,4,4,31000,310000,7,2007
90,6,1,3,2,3,4,1900,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1272,2,2,1,1272,928,2,4,2,3,9,7,0,0,0,4,4,0,4,1,31300,313000,9,2008
20,6,1,1,1,3,3,2005,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1316,2,1,1,1316,0,2,3,1,2,6,2,2005,2,397,2,2,0,4,4,31500,315000,10,2006
120,6,1,4,1,3,3,1993,1994,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1604,2,1,1,1617,0,2,2,1,2,5,2,1993,2,533,2,2,0,4,4,31575,315750,7,2008
20,6,1,1,1,3,3,1980,1980,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1686,2,3,1,1686,0,2,3,1,3,7,2,1980,2,612,2,2,0,4,4,31700,317000,5,2006
20,6,1,1,1,3,3,1977,1977,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1126,2,3,1,1126,0,2,3,1,1,6,2,1977,2,540,2,2,0,4,4,32000,320000,3,2008
60,6,1,1,4,4,3,2003,2004,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1181,2,1,1,1234,1140,2,4,1,1,10,4,2003,3,656,2,2,0,4,4,32000,320000,5,2007
60,6,1,1,4,4,3,1968,1968,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,832,2,2,1,1098,880,2,4,1,3,9,2,1968,2,486,2,2,0,4,1,32500,325000,4,2008
20,6,1,1,1,4,3,2001,2001,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1753,2,1,1,1788,0,2,3,1,1,7,2,2001,2,522,2,2,0,4,4,32500,325000,6,2009
60,6,1,1,4,4,3,1997,1997,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,964,2,2,1,993,1243,2,4,1,2,8,4,1997,2,642,2,2,0,4,4,32530,325300,11,2006
20,6,1,1,1,4,3,2007,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1466,2,1,1,1466,0,2,3,1,2,7,2,2007,3,610,2,2,0,4,4,32562.4,325624,7,2009
20,6,1,1,1,3,3,1965,1965,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,925,2,1,1,925,0,1,2,1,3,5,6,1965,1,429,2,2,0,4,2,32800,328000,7,2009
20,6,1,1,1,5,3,2006,2006,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,1,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1905,2,1,1,1905,0,2,3,1,1,8,2,2006,3,788,2,2,0,4,4,33316.8,333168,3,2007
20,6,1,1,1,4,3,2004,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1500,2,1,1,1500,0,2,3,1,2,6,2,2004,2,570,2,2,0,4,4,33500,335000,8,2009
20,6,1,1,1,4,4,1960,2007,1,AC53DAE4-84AA-4201-8145-94E7E12C929E,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,585,2,1,1,2069,0,2,4,1,2,9,2,1960,2,505,2,2,0,4,4,33500,335000,11,2008
30,6,1,1,1,2,3,1926,1953,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,600,2,2,1,747,0,1,1,1,3,5,6,1953,2,528,2,2,0,4,4,33600,336000,6,2006
20,6,1,1,1,4,3,2003,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1176,2,1,1,1200,0,2,2,1,2,5,2,2003,2,555,2,2,0,4,4,33700,337000,8,2009
60,6,1,1,4,4,3,2005,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1113,2,1,1,1113,858,2,3,1,2,8,2,2005,2,689,2,2,0,4,4,34000,340000,2,2009
60,6,1,1,4,4,3,2006,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1391,2,1,1,1391,571,2,3,1,2,7,2,2006,3,868,2,2,0,4,4,34100,341000,8,2006
70,6,1,1,4,4,4,1940,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1032,2,1,1,1207,1196,2,4,1,3,10,2,1940,1,349,2,2,0,4,4,34264.3,342643,6,2010
90,6,1,3,1,3,3,1976,1976,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1728,2,3,1,1728,0,2,4,2,3,8,2,1976,2,574,2,2,0,4,4,34500,345000,7,2006
60,6,1,1,4,4,3,1999,1999,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,992,2,1,1,1022,1038,2,3,1,2,8,4,1999,2,390,2,2,0,4,1,34800,348000,6,2009
90,6,1,3,1,2,2,1977,1977,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1440,2,3,1,1440,0,2,4,2,3,8,7,0,0,0,4,4,0,4,4,35000,350000,8,2007
